phrase,class
في لبنان اكثر السياسيين كذابين ما ان يستلمو الكرسي ينقلبون راس على عقب ويتبعون عصابة بشار وولاية ايران النظام الارهابي بدعم مليشيا حزب الشيعة البناني,1
الارهابي الوحيد هو بشار و زبانيته,1
انا اشهد انكم رجال   ولولاء الخيانه لا هلكتم الارهابي بشار الكيماؤى,1
قصدك الإرهابي بشار الجحش,1
قصدك الإرهابي بشار الجحش,1
ويكيليكس تكشف امير داعش الارهابي بشار,1
وشهد شاهد من عصابة ابوشحطه قمة في الإرهاب والإجرام بشار الكيماوي الإرهابي,1
شاهدتم اطفال الحافله في صعده وتعاميتم عن مقتل الاف اطفال سوريا بيد الإرهابي بشار الاسد والإرهابي بوتن,1
سيدة العاهرات الأولى أسماء الأخرس مع زوجها المجرم الإرهابي الداعشي بشار الأسد,1
سيدة العاهرات الأولى أسماء الأخرس مع زوجها المجرم الإرهابي الداعشي بشار الأسد,1
انقذو البقية من سجون المجرم  بشار الأسد الارهابي لاول بالعالم,1
قبل بدء بجمع معلومات عن جرائم بشار  الإرهابي بشار يقتل كلابه خوفا من ادانته,1
بشار ابوالبراميل الإرهابي  دفع الثمن ل صمت مجلس الأمن الدولي.,1
تحية إلى كل من إخترق مواقع الكيان الصهيوني القطري,1
.لتحقيق الهدف و إستكمال البرنامج الإخواني الصهيوني القطري,1
البوق القطري الصهيوني فيصل القاسم يورط نفسه بعمل استفتاء انقلب عليه,1
لا يندل ولا يخليني ادليه احذرو الاعلامي انور الحمداني اللوكي فانه يروج للداعشي القطري الصهيوني خميس الخنجر,1
حلقة مهمة وفضح الكيان القطري الصهيوني وفضح العدو الإخواني من داخل قناة الجزيرة الصهيونية,1
شاهد بالوثائق والصور كشف تآمرصهاينة قطر‬ ضد السعودية‬ تقوده الخبيثه الشيخة موزة المسند‬ زوجة خائن الخليج الصهيوني  حمد بن خليفة,1
التطبيع القطري الصهيوني,1
التطبيع القطري الصهيوني وصل لمستوى الأجيال الجديدة أخطر مستويات التطبيع لكن المرتزقة لا يتكلمون,1
‏هكذا دمر النظام القطري الصهيوني دولة ‎ليبيا,1
اللهم ارفع عنهم يد عافيتك اللهم أنزل بهم بأسك صهاينة قطر,1
دوار السبع بحرات في حلب القديمه الذي دمرها الإرهاب الإجرامي السعودي القطري الصهيوني الامريكي,1
كل عملياات اغتال في الجنوب وراها اللوبي القطري الصهيوني فورب السماء ان قطر اخطر على العرب اكثرر من خطر أسرئيل دولة قطر الصهيونيه,1
الان وفي هذا الوقت جاء الوقت الذي ينفذوا فيه هذا المشروع الامريكي السعودي القطري الصهيوني الخنجري التركي البزازي النجيفي الجبوري البرزاني,1
المعارك الحاسمه ضد العدوان الثماني الامريكي البريطاني التركي القطري الصهيوني الوهابي الاخواني السلفي,1
أين الإعلام القطري الصهيوني صنيع الإرهاب عميل الشيعة الأنجاس ولا مرة يذكرون محاسن اول وأكبر من يدعم فلسطين ماديا شئتم أم أبيتم بلاد التوحيد أين الإنصاف ياحثالة الأميرة موزة,1
‏شاهد معايير تسمية لدى قناة الصهاينة الجزيرة و الإعلام المستورد التابع لـ النظام القطري الصهيوني؟,1
"حسبي الله ونعم الوكيل في حكام غزة ، من يستخدمون الأطفال دروعا بشرية و قرابين للاحتلال و المشروع القطري الصهيوني",1
ليبرمان امس يقول سنجعل غزه سنغفوره الشرق الاوسط بعد رعايه الصهيوني القطري لحماس ومحور المقاومه الخرطي,1
تطبيع النظام القطري الصهيوني وتركيا مع المحتل الاسرائيلي,1
لأن ظهر وجه دولة قطر الحقيقي اعلى سطح الطاوله في التعاون القطري الصهيوني في مجال السياسه وانجاز الصفقات للصهاينه وحماس الأخوانيه,1
النظام القطري الصهيوني,1
الشعب القطري لن يصبر على هذا الفجور وسوف يحرر نفسه من هذا النظام الصهيوني,1
قطر أداة صهيونية إيرانية قذرة والذي يظن أن إيران والكيان الصهيوني أعداء فهو واهم,1
قطر أداة صهيونية إيرانية قذرة والذي يظن أن إيران والكيان الصهيوني أعداء فهو واهم,1
اعتقد الصهيوني القطري عزمي بشاره له تسجيلات ينكر وجود الشعب الفلسطيني,1
الغدر متواصل من العدو القطري الصهيوني اتجاه العرب والمسلمين,1
يسعى النظام القطري وإعلام الظل إلى الترويج بان السعودية تدعم صفقة القرن من اجل تغطية على الإتفاقية التي بينهم وبين النظام الصهيوني,1
قد أقسم القسام فانتظراللظى  هذا يمين الصادقين الفاتحينا  بالذبح جئناكم نشرد جمعكم  مهلا بني صهيون فانتظرونا,-1
بالذبح جئناكم فأنتظرونآ,-1
"بني صهيون  بالذبح جئناكم، وعلى الأقدام أتيناكم ، بشعب هادر ينتظر لقياكم",-1
بالذبح جيناكم وبالذبح ستنصدى لكم وبالذبح سنفوز بالانتخابات هذه هي ديمقراطيتهم,-1
ماعمر الدين ياكلب شوه المجتمع السعودي ولا قلل من قيمة المراءه زباله,1
لعنة الله عليك ياكلب,-1
في كل بلد ملسم له بصمة عار ودماء سالت بسببه قطر عصية عليك ياكلب,1
دق تحيه ياكلب واعترف انه واطي على رقبتك ومشغلك في حياتك,1
لن تفيدك أيها المسلح دعوات والدتك اللعينة حينما اراك في منظار بندقيتي سأقتلك,-1
سأقتلك واشرب من دمك هل اوضح اكثر,-1
انا لن اؤذيك ابدا يوماً ما ولو كرهتك ساقتلك فقط.,-1
واذا لم تدفع المليون ساقتلك واقتلها واقتل كريمة,-1
إن لمست عائلتي سأقتلك,-1
سأقتلك أعرف هذا مني من داخلي,-1
ساقتلك ان فكرت  في الخروج,-1
سأقتلك ذاتَ يوم  وأتخلّص من ذلِك العذاب,-1
سأقتلك ذات يوم,-1
"سأقلتك ، ليس اليوم ولا غداً ولكنني سأقتلك",-1
سأقتلك اذا سافرت,-1
سانزع روحك من جسدك.. ساقتلك,-1
ان رأيتك سأقتلك ي حوثي,-1
لا أريد رؤية وجهك مرة أخرى بعد اليوم. سأقتلك,-1
سأضربك حتى أجعلك غير قادر على الابتسام,1
سأضربك بقوة,1
ساضربك بالجزمة,1
كتب بلهجتك اغرب عن وجهي و إلا سأضربك ضرباً مبرحًا؟,1
"سلبت أرضي ، لن تأخذ طفلي  سأضربك على وجهك وان استلزم الأمر ، سأحفر قبرك  أنا بإختصار الأم الفلسطينية",1
